label,message,label_num,message_length,processed_message
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",1,123,ur chance win 250 cash every wk txt action 80608 www.movietrivia.tv custcare 08712405022 1x150p/wk
ham,Well I might not come then...,0,29,well might come
ham,Long after I quit. I get on only like 5 minutes a day as it is.,0,63,long quit get like 5 minutes day
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,0,106,likely called mittelschmertz google dont paracetamol dont worry go
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,0,121,well right gon na get check today steam sales/pee text want come get
ham,"Just arrived, see you in a couple days &lt;3",0,44,arrived see couple days lt 3
ham,"K, wat s tht incident?",0,22,wat tht incident
ham,Yeah get the unlimited,0,22,yeah get unlimited
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,0,116,cthen thk shd enuff still got conclusion contents pg references da contents pg cover pg
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",0,78,forgot takes 3 years shower sorry at/your phone dead yet
ham,Ü got wat to buy tell us then ü no need to come in again.,0,57,got wat buy tell us need come
ham,When you are big..| God will bring success.,0,43,big god bring success
spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,1,126,bin awarded 50 play 4 instant cash call 08715203028 claim every 9th player wins min 50-£500 optout 08718727870
ham,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,0,116,stayin extra week back next wed rugby weekend hi soon
ham,Well there's still a bit left if you guys want to tonight,0,57,well still bit left guys want tonight
ham,Not from this campus. Are you in the library?,0,45,campus library
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",0,142,affidavit says lt gt twiggs st division courtroom lt gt lt time gt double check text tomorrow
ham,How will I creep on you now? ;_;,0,32,creep
ham,If I get there before you after your ten billion calls and texts so help me god,0,79,get ten billion calls texts help god
ham,I've told him that i've returned it. That should i re order it.,0,63,told returned order
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",0,155,house-maid murderer coz man murdered lt gt th january public holiday govt.instituitions closed including post office
ham,Depends on where u going lor.,0,29,depends going lor
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,0,145,smile right go world wonder smiling think crazy keep away grins
spam,FreeMsg>FAV XMAS TONES!Reply REAL,1,33,freemsg fav xmas tones reply real
ham,Lil fever:) now fine:),0,22,lil fever fine
ham,I think it's all still in my car,0,32,think still car
ham,Can a not?,0,10,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,1,158,december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906
ham,Yes princess! I want to catch you with my big strong hands...,0,61,yes princess want catch big strong hands
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,0,57,oh yeah forgot take 2 shopping
ham,Mm so you asked me not to call radio,0,36,mm asked call radio
ham,Thinkin about someone is all good. No drugs for that,0,52,thinkin someone good drugs
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",0,133,enjoy showers possessiveness poured ur loved ones bcoz world lies golden gift loved truly
ham,"Alright if you're sure, let me know when you're leaving",0,55,alright sure let know leaving
ham,Some are lasting as much as 2 hours. You might get lucky.,0,57,lasting much 2 hours might get lucky
ham,Genius what's up. How your brother. Pls send his number to my skype.,0,68,genius brother pls send number skype
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",1,160,gr8 poly tones 4 mobs direct 2u rply poly title 8007 eg poly breathe1 titles crazyin sleepingwith finest ymca getzed.co.uk pobox365o4w45wq 300p
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,0,123,thk em find wtc far weiyi goin rest dunno yet ur goin 4 dinner den might able join
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,0,111,n't forget owns private property good boy always passionate kiss
spam,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,1,136,interflora late order interflora flowers christmas call 0800 505060 place order midnight tomorrow
ham,Oh god..taken the teeth?is it paining,0,37,oh god taken teeth paining
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,1,152,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,0,74,ask darren go pick lor oso sian tmr haf 2 meet lect
ham,No need to buy lunch for me.. I eat maggi mee..,0,47,need buy lunch eat maggi mee
spam,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",1,157,"congratulations thanks good friend 2,000 xmas prize 2 claim easy call 08712103738 10p per minute bt-national-rate"
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",0,149,oh right ok make sure loads work day got really nasty cough today dry shot really help
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,1,160,send logo 2 ur lover 2 names joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ads 150p
ham,Thanx 4 sending me home...,0,26,thanx 4 sending home
ham,Its normally hot mail. Com you see!,0,35,normally hot mail com see
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1,110,tkts euro2004 cup final 800 cash collect call 09058099801 b4190604 pobox 7876150ppm
ham,U sick still can go shopping?,0,29,sick still go shopping
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",0,131,ya well fine bbd pooja full pimples even become quite black ur rite cold wearing sweatter
ham,Nice.nice.how is it working?,0,28,nice.nice.how working
ham,1's reach home call me.,0,23,1 reach home call
ham,Were trying to find a Chinese food place around here,0,52,trying find chinese food place around
ham,"Easy mate, * guess the quick drink was bit ambitious.",0,53,easy mate guess quick drink bit ambitious
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,0,131,babe miiiiiiissssssssss need crave geeee sad without babe love
ham,Ok thanx...,0,11,ok thanx
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",0,88,tunji queen wishing great day abiola
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,0,166,today iz yellow rose day love frndship give 1 misscall amp send ur frndz amp see many miss calls get get 6missed marry ur lover
ham,Will be out of class in a few hours. Sorry,0,42,class hours sorry
ham,Wat time u finish ur lect today?,0,32,wat time finish ur lect today
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",1,157,free-message jamster get crazy frog sound poly text mad1 real text mad2 88888 6 crazy sounds 3 gbp/week 16+only apply
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",1,151,chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,0,74,fine good hear dear happy new year oh
ham,Are you going to wipro interview today?,0,39,going wipro interview today
ham,how tall are you princess?,0,26,tall princess
ham,I doubt you could handle 5 times per night in any case...,0,57,doubt could handle 5 times per night case
ham,Haha... Hope ü can hear the receipt sound... Gd luck!,0,53,haha hope hear receipt sound gd luck
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,0,94,gon na death gon na leave note says robs fault avenge
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",0,276,japanese proverb one none must indian version one let none leave finally kerala version one stop none make strike
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,0,82,today workin free oso gee thgt workin ur fren shop
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,0,160,life face choices toss coin becoz settle question coin air know heart hoping gudni8
ham,I want to be there so i can kiss you and feel you next to me,0,60,want kiss feel next
ham,I am not at all happy with what you saying or doing,0,51,happy saying
spam,Adult 18 Content Your video will be with you shortly,1,52,adult 18 content video shortly
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",0,138,ok would lovely sure think wot want drinkin dancin eatin cinema wot
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,0,104,saying n't explicitly told nora know someone probably gon na bother
ham,Smith waste da.i wanna gayle.,0,29,smith waste da.i wan na gayle
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",0,142,mum sent many many messages since got want know actually getting enjoy rest day
ham,"Aight, tomorrow around  &lt;#&gt;  it is",0,40,aight tomorrow around lt gt
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",1,152,chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,0,130,actually first time went bed long spoke woke 7 night
ham,See you there! ,0,15,see
ham,I dont understand your message.,0,31,dont understand message
ham,Crucify is c not s. You should have told me earlier.,0,52,crucify told earlier
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0,234,idk keep saying since moved keep butting heads freedom vs responsibility tired much shit deal barely keeping together gets added
